violation_id,legal_doc,article,clause,point,vehicle_type,actor,behavior_canonical,behavior_raw,condition_text,fine_min,fine_max,fine_text,additional_penalty,penalty_duration,point_deduction,remedial_measure,effective_status,source_text,note
ND100_5_11_h_0094,Nghị định 100/2019/NĐ-CP,5,11,h,ô tô,Người điều khiển xe ô tô và các loại xe tương tự,"Thực hiện hành vi quy định tại khoản 10 Điều 5 Nghị định số 100/2019/NĐ-CP (Cụ thể: Không chấp hành yêu cầu kiểm tra về nồng độ cồn của người thi hành công vụ; Điều khiển xe trên đường mà trong cơ thể có chất ma túy; Không chấp hành yêu cầu kiểm tra về chất ma túy của người thi hành công vụ.; Điều khiển xe trên đường mà trong máu hoặc hơi thở có nồng độ cồn vượt quá 80 miligam/100 mililít máu hoặc vượt quá 0,4 miligam/1 lít khí thở)","Thực hiện hành vi quy định tại khoản 10 Điều 5 Nghị định số 100/2019/NĐ-CP (Cụ thể: Không chấp hành yêu cầu kiểm tra về nồng độ cồn của người thi hành công vụ; Điều khiển xe trên đường mà trong cơ thể có chất ma túy; Không chấp hành yêu cầu kiểm tra về chất ma túy của người thi hành công vụ.; Điều khiển xe trên đường mà trong máu hoặc hơi thở có nồng độ cồn vượt quá 80 miligam/100 mililít máu hoặc vượt quá 0,4 miligam/1 lít khí thở)",,,,,bị tước quyền sử dụng Giấy phép lái xe,từ 22 tháng đến 24 tháng,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 5 - Khoản 11 - Điểm h]
Điều 5. Xử phạt người điều khiển xe ô tô và các loại xe tương tự xe ô tô vi phạm quy tắc giao thông đường bộ
11. Ngoài việc bị phạt tiền, người điều khiển xe thực hiện hành vi vi phạm còn bị áp dụng các hình thức xử phạt bổ sung sau đây:
h) Thực hiện hành vi quy định tại khoản 10 Điều này bị tước quyền sử dụng Giấy phép lái xe từ 22 tháng đến 24 tháng.",
ND100_5_11_g_0095,Nghị định 100/2019/NĐ-CP,5,11,g,không xác định,Người điều khiển xe,"Thực hiện hành vi quy định tại điểm c khoản 8 Điều 5 Nghị định số 100/2019/NĐ-CP (Cụ thể: Điều khiển xe trên đường mà trong máu hoặc hơi thở có nồng độ cồn vượt quá 50 miligam đến 80 miligam/100 mililít máu hoặc vượt quá 0,25 miligam đến 0,4 miligam/1 lít khí thở.)","Thực hiện hành vi quy định tại điểm c khoản 8 Điều 5 Nghị định số 100/2019/NĐ-CP (Cụ thể: Điều khiển xe trên đường mà trong máu hoặc hơi thở có nồng độ cồn vượt quá 50 miligam đến 80 miligam/100 mililít máu hoặc vượt quá 0,25 miligam đến 0,4 miligam/1 lít khí thở.)",,,,,bị tước quyền sử dụng Giấy phép lái xe,từ 16 tháng đến 18 tháng,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 5 - Khoản 11 - Điểm g]
Điều 5. Xử phạt người điều khiển xe ô tô và các loại xe tương tự xe ô tô vi phạm quy tắc giao thông đường bộ
11. Ngoài việc bị phạt tiền, người điều khiển xe thực hiện hành vi vi phạm còn bị áp dụng các hình thức xử phạt bổ sung sau đây:
g) Thực hiện hành vi quy định tại điểm c khoản 8 Điều này bị tước quyền sử dụng Giấy phép lái xe từ 16 tháng đến 18 tháng;",
ND100_5_11_e_0096,Nghị định 100/2019/NĐ-CP,5,11,e,không xác định,Người điều khiển xe thực hiện hành vi vi phạm,"Thực hiện hành vi quy định tại điểm c khoản 6 Điều 5 Nghị định số 100/2019/NĐ-CP (Cụ thể: Điều khiển xe trên đường mà trong máu hoặc hơi thở có nồng độ cồn nhưng chưa vượt quá 50 miligam/100 mililít máu hoặc chưa vượt quá 0,25 miligam/1 lít khí thở.)","Thực hiện hành vi quy định tại điểm c khoản 6 Điều 5 Nghị định số 100/2019/NĐ-CP (Cụ thể: Điều khiển xe trên đường mà trong máu hoặc hơi thở có nồng độ cồn nhưng chưa vượt quá 50 miligam/100 mililít máu hoặc chưa vượt quá 0,25 miligam/1 lít khí thở.)",,,,,bị tước quyền sử dụng Giấy phép lái xe từ 10 tháng đến 12 tháng,từ 10 tháng đến 12 tháng,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 5 - Khoản 11 - Điểm e]
Điều 5. Xử phạt người điều khiển xe ô tô và các loại xe tương tự xe ô tô vi phạm quy tắc giao thông đường bộ
11. Ngoài việc bị phạt tiền, người điều khiển xe thực hiện hành vi vi phạm còn bị áp dụng các hình thức xử phạt bổ sung sau đây:
e) Thực hiện hành vi quy định tại điểm c khoản 6 Điều này bị tước quyền sử dụng Giấy phép lái xe từ 10 tháng đến 12 tháng;",
ND100_6_1_g_0097,Nghị định 100/2019/NĐ-CP,6,1,g,xe máy,"Người điều khiển xe mô tô, xe gắn máy",Chở người ngồi trên xe sử dụng ô (dù),Chở người ngồi trên xe sử dụng ô (dù),,100000,200000,Phạt tiền từ 100.000 đồng đến 200.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 6 - Khoản 1 - Điểm g]
Điều 6. Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
1. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
g) Chở người ngồi trên xe sử dụng ô (dù);",
ND100_6_1_c_0098,Nghị định 100/2019/NĐ-CP,6,1,c,xe máy,"Người điều khiển xe mô tô, xe gắn máy và các loại xe tương tự",Không giữ khoảng cách an toàn,Không giữ khoảng cách an toàn để xảy ra va chạm với xe chạy liền trước hoặc không giữ khoảng cách theo quy định của biển báo hiệu “Cự ly tối thiểu giữa hai xe”,,100000,200000,Phạt tiền từ 100.000 đồng đến 200.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 6 - Khoản 1 - Điểm c]
Điều 6. Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
1. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
c) Không giữ khoảng cách an toàn để xảy ra va chạm với xe chạy liền trước hoặc không giữ khoảng cách theo quy định của biển báo hiệu “Cự ly tối thiểu giữa hai xe”;",
ND100_6_1_e_0099,Nghị định 100/2019/NĐ-CP,6,1,e,xe máy,"Người điều khiển xe mô tô, xe gắn máy",Lùi xe mô tô ba bánh không quan sát hoặc không có tín hiệu,Lùi xe mô tô ba bánh không quan sát hoặc không có tín hiệu báo trước,,100000,200000,Phạt tiền từ 100.000 đồng đến 200.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 6 - Khoản 1 - Điểm e]
Điều 6. Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
1. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
e) Lùi xe mô tô ba bánh không quan sát hoặc không có tín hiệu báo trước;",
ND100_6_1_đ_0100,Nghị định 100/2019/NĐ-CP,6,1,đ,xe máy,"Người điều khiển xe mô tô, xe gắn máy",Chuyển hướng không nhường đường,"Chuyển hướng không nhường đường cho: Các xe đi ngược chiều; người đi bộ, xe lăn của người khuyết tật đang qua đường tại nơi không có vạch kẻ đường cho người đi bộ",,100000,200000,Phạt tiền từ 100.000 đồng đến 200.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 6 - Khoản 1 - Điểm đ]
Điều 6. Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
1. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
đ) Chuyển hướng không nhường đường cho: Các xe đi ngược chiều; người đi bộ, xe lăn của người khuyết tật đang qua đường tại nơi không có vạch kẻ đường cho người đi bộ;",
ND100_6_1_d_0101,Nghị định 100/2019/NĐ-CP,6,1,d,xe máy,"Người điều khiển xe mô tô, xe gắn máy và các loại xe tương tự",Chuyển hướng không nhường quyền đi trước,"Chuyển hướng không nhường quyền đi trước cho: Người đi bộ, xe lăn của người khuyết tật qua đường tại nơi có vạch kẻ đường dành cho người đi bộ; xe thô sơ đang đi trên phần đường dành cho xe thô sơ",tại nơi có vạch kẻ đường dành cho người đi bộ | trên phần đường dành cho xe thô sơ,100000,200000,Phạt tiền từ 100.000 đồng đến 200.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 6 - Khoản 1 - Điểm d]
Điều 6. Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
1. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
d) Chuyển hướng không nhường quyền đi trước cho: Người đi bộ, xe lăn của người khuyết tật qua đường tại nơi có vạch kẻ đường dành cho người đi bộ; xe thô sơ đang đi trên phần đường dành cho xe thô sơ;",
ND100_6_1_i_0102,Nghị định 100/2019/NĐ-CP,6,1,i,xe máy,"Người điều khiển xe mô tô, xe gắn máy và các loại xe tương tự",Chuyển làn không đúng nơi hoặc không có tín hiệu báo trước,Chuyển làn đường không đúng nơi được phép hoặc không có tín hiệu báo trước,,100000,200000,Phạt tiền từ 100.000 đồng đến 200.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 6 - Khoản 1 - Điểm i]
Điều 6. Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
1. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
i) Chuyển làn đường không đúng nơi được phép hoặc không có tín hiệu báo trước;",
ND100_6_1_k_0103,Nghị định 100/2019/NĐ-CP,6,1,k,xe máy,"Người điều khiển xe mô tô, xe gắn máy",Điều khiển xe chạy dàn hàng ngang từ 03 xe trở lên,Điều khiển xe chạy dàn hàng ngang từ 03 xe trở lên,,100000,200000,Phạt tiền từ 100.000 đồng đến 200.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 6 - Khoản 1 - Điểm k]
Điều 6. Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
1. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
k) Điều khiển xe chạy dàn hàng ngang từ 03 xe trở lên;",
ND100_6_1_h_0104,Nghị định 100/2019/NĐ-CP,6,1,h,xe máy,"Người điều khiển xe mô tô, xe gắn máy và các loại xe tương tự","Không tuân thủ các quy định về nhường đường tại nơi đường giao nhau, trừ các hành vi vi phạm quy định tại điểm b, điểm e khoản 2 Điều 6 Nghị định số 100/2019/NĐ-CP (Cụ thể: Không giảm tốc độ và nhường đường khi điều khiển xe chạy từ trong ngõ, đường nhánh ra đường chính; Không nhường đường cho xe xin vượt khi có đủ điều kiện an toàn; không nhường đường cho xe đi trên đường ưu tiên, đường chính từ bất kỳ hướng nào tới tại nơi đường giao nhau)","Không tuân thủ các quy định về nhường đường tại nơi đường giao nhau, trừ các hành vi vi phạm quy định tại điểm b, điểm e khoản 2 Điều 6 Nghị định số 100/2019/NĐ-CP (Cụ thể: Không giảm tốc độ và nhường đường khi điều khiển xe chạy từ trong ngõ, đường nhánh ra đường chính; Không nhường đường cho xe xin vượt khi có đủ điều kiện an toàn; không nhường đường cho xe đi trên đường ưu tiên, đường chính từ bất kỳ hướng nào tới tại nơi đường giao nhau)",,100000,200000,Phạt tiền từ 100.000 đồng đến 200.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 6 - Khoản 1 - Điểm h]
Điều 6. Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
1. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
h) Không tuân thủ các quy định về nhường đường tại nơi đường giao nhau, trừ các hành vi vi phạm quy định tại điểm b, điểm e khoản 2 Điều này;",
ND100_6_1_m_0105,Nghị định 100/2019/NĐ-CP,6,1,m,xe máy,"Người điều khiển xe mô tô, xe gắn máy và các loại xe tương tự",Tránh xe không đúng quy định,Tránh xe không đúng quy định,,100000,200000,Phạt tiền từ 100.000 đồng đến 200.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 6 - Khoản 1 - Điểm m]
Điều 6. Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
1. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
m) Tránh xe không đúng quy định; sử dụng đèn chiếu xa khi tránh xe đi ngược chiều; không nhường đường cho xe đi ngược chiều theo quy định tại nơi đường hẹp, đường dốc, nơi có chướng ngại vật;",
ND100_6_1_m_0106,Nghị định 100/2019/NĐ-CP,6,1,m,xe máy,"Người điều khiển xe mô tô, xe gắn máy và các loại xe tương tự",Sử dụng đèn chiếu xa khi tránh xe đi ngược chiều,sử dụng đèn chiếu xa khi tránh xe đi ngược chiều,,100000,200000,Phạt tiền từ 100.000 đồng đến 200.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 6 - Khoản 1 - Điểm m]
Điều 6. Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
1. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
m) Tránh xe không đúng quy định; sử dụng đèn chiếu xa khi tránh xe đi ngược chiều; không nhường đường cho xe đi ngược chiều theo quy định tại nơi đường hẹp, đường dốc, nơi có chướng ngại vật;",
ND100_6_1_m_0107,Nghị định 100/2019/NĐ-CP,6,1,m,xe máy,"Người điều khiển xe mô tô, xe gắn máy và các loại xe tương tự","Không nhường đường cho xe đi ngược chiều tại nơi đường hẹp, dốc, có chướng ngại vật","không nhường đường cho xe đi ngược chiều theo quy định tại nơi đường hẹp, đường dốc, nơi có chướng ngại vật",,100000,200000,Phạt tiền từ 100.000 đồng đến 200.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 6 - Khoản 1 - Điểm m]
Điều 6. Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
1. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
m) Tránh xe không đúng quy định; sử dụng đèn chiếu xa khi tránh xe đi ngược chiều; không nhường đường cho xe đi ngược chiều theo quy định tại nơi đường hẹp, đường dốc, nơi có chướng ngại vật;",
ND100_6_1_l_0108,Nghị định 100/2019/NĐ-CP,6,1,l,xe máy,"Người điều khiển xe mô tô, xe gắn máy",Không sử dụng đèn chiếu sáng khi cần thiết,"Không sử dụng đèn chiếu sáng trong thời gian từ 19 giờ ngày hôm trước đến 05 giờ ngày hôm sau hoặc khi sương mù, thời tiết xấu hạn chế tầm nhìn",,100000,200000,Phạt tiền từ 100.000 đồng đến 200.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 6 - Khoản 1 - Điểm l]
Điều 6. Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
1. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
l) Không sử dụng đèn chiếu sáng trong thời gian từ 19 giờ ngày hôm trước đến 05 giờ ngày hôm sau hoặc khi sương mù, thời tiết xấu hạn chế tầm nhìn;",
ND100_6_2_a_0109,Nghị định 100/2019/NĐ-CP,6,2,a,xe máy,"Người điều khiển xe mô tô, xe gắn máy và các loại xe tương tự","Dừng, đỗ xe trên phần đường xe chạy ngoài đô thị nơi có lề đường","Dừng xe, đỗ xe trên phần đường xe chạy ở đoạn đường ngoài đô thị nơi có lề đường",,200000,300000,Phạt tiền từ 200.000 đồng đến 300.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 6 - Khoản 2 - Điểm a]
Điều 6. Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
2. Phạt tiền từ 200.000 đồng đến 300.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
a) Dừng xe, đỗ xe trên phần đường xe chạy ở đoạn đường ngoài đô thị nơi có lề đường;",
ND100_6_1_p_0110,Nghị định 100/2019/NĐ-CP,6,1,p,xe máy,"Người điều khiển xe mô tô, xe gắn máy","Quay đầu xe tại nơi không được quay đầu xe, trừ hành vi vi phạm quy định tại điểm d khoản 4 Điều 6 Nghị định số 100/2019/NĐ-CP (Cụ thể: Vượt xe trong hầm đường bộ không đúng nơi quy định; quay đầu xe trong hầm đường bộ)","Quay đầu xe tại nơi không được quay đầu xe, trừ hành vi vi phạm quy định tại điểm d khoản 4 Điều 6 Nghị định số 100/2019/NĐ-CP (Cụ thể: Vượt xe trong hầm đường bộ không đúng nơi quy định; quay đầu xe trong hầm đường bộ)",,100000,200000,Phạt tiền từ 100.000 đồng đến 200.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 6 - Khoản 1 - Điểm p]
Điều 6. Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
1. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
p) Quay đầu xe tại nơi không được quay đầu xe, trừ hành vi vi phạm quy định tại điểm d khoản 4 Điều này;",
ND100_6_1_q_0111,Nghị định 100/2019/NĐ-CP,6,1,q,xe máy,"Người điều khiển xe mô tô, xe gắn máy",Chạy dưới tốc độ tối thiểu cho phép,Điều khiển xe chạy dưới tốc độ tối thiểu trên những đoạn đường bộ có quy định tốc độ tối thiểu cho phép.,,100000,200000,Phạt tiền từ 100.000 đồng đến 200.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 6 - Khoản 1 - Điểm q]
Điều 6. Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
1. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
q) Điều khiển xe chạy dưới tốc độ tối thiểu trên những đoạn đường bộ có quy định tốc độ tối thiểu cho phép.",
ND100_6_1_n_0112,Nghị định 100/2019/NĐ-CP,6,1,n,xe máy,"Người điều khiển xe mô tô, xe gắn máy và các loại xe tương tự",Bấm còi từ 22h đến 5h,Bấm còi trong thời gian từ 22 giờ ngày hôm trước đến 05 giờ ngày hôm sau,,100000,200000,Phạt tiền từ 100.000 đồng đến 200.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 6 - Khoản 1 - Điểm n]
Điều 6. Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
1. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
n) Bấm còi trong thời gian từ 22 giờ ngày hôm trước đến 05 giờ ngày hôm sau, sử dụng đèn chiếu xa trong đô thị, khu đông dân cư, trừ các xe ưu tiên đang đi làm nhiệm vụ theo quy định;",
ND100_6_1_n_0113,Nghị định 100/2019/NĐ-CP,6,1,n,xe máy,"Người điều khiển xe mô tô, xe gắn máy và các loại xe tương tự","Sử dụng đèn chiếu xa trong đô thị, khu đông dân cư","sử dụng đèn chiếu xa trong đô thị, khu đông dân cư, trừ các xe ưu tiên đang đi làm nhiệm vụ theo quy định",,100000,200000,Phạt tiền từ 100.000 đồng đến 200.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 6 - Khoản 1 - Điểm n]
Điều 6. Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
1. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
n) Bấm còi trong thời gian từ 22 giờ ngày hôm trước đến 05 giờ ngày hôm sau, sử dụng đèn chiếu xa trong đô thị, khu đông dân cư, trừ các xe ưu tiên đang đi làm nhiệm vụ theo quy định;",
ND100_6_1_o_0114,Nghị định 100/2019/NĐ-CP,6,1,o,xe máy,"Người điều khiển xe mô tô, xe gắn máy và các loại xe tương tự","Sử dụng thiết bị phát tín hiệu ưu tiên không đúng quy định, không có Giấy phép hoặc Giấy phép không còn giá trị","Xe được quyền ưu tiên lắp đặt, sử dụng thiết bị phát tín hiệu ưu tiên không đúng quy định hoặc sử dụng thiết bị phát tín hiệu ưu tiên mà không có Giấy phép của cơ quan có thẩm quyền cấp hoặc có Giấy phép của cơ quan có thẩm quyền cấp nhưng không còn giá trị sử dụng theo quy định",,100000,200000,Phạt tiền từ 100.000 đồng đến 200.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 6 - Khoản 1 - Điểm o]
Điều 6. Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
1. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
o) Xe được quyền ưu tiên lắp đặt, sử dụng thiết bị phát tín hiệu ưu tiên không đúng quy định hoặc sử dụng thiết bị phát tín hiệu ưu tiên mà không có Giấy phép của cơ quan có thẩm quyền cấp hoặc có Giấy phép của cơ quan có thẩm quyền c",
ND100_6_2_c_0115,Nghị định 100/2019/NĐ-CP,6,2,c,xe máy,"Người điều khiển xe mô tô, xe gắn máy",Chạy quá tốc độ quy định từ 05 km/h đến dưới 10 km/h,Điều khiển xe chạy quá tốc độ quy định từ 05 km/h đến dưới 10 km/h,,200000,300000,Phạt tiền từ 200.000 đồng đến 300.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 6 - Khoản 2 - Điểm c]
Điều 6. Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
2. Phạt tiền từ 200.000 đồng đến 300.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
c) Điều khiển xe chạy quá tốc độ quy định từ 05 km/h đến dưới 10 km/h;",
ND100_6_2_d_0116,Nghị định 100/2019/NĐ-CP,6,2,d,xe máy,"Người điều khiển xe mô tô, xe gắn máy và các loại xe tương tự",Chạy tốc độ thấp không đi bên phải gây cản trở giao thông,Điều khiển xe chạy tốc độ thấp mà không đi bên phải phần đường xe chạy gây cản trở giao thông,,200000,300000,Phạt tiền từ 200.000 đồng đến 300.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 6 - Khoản 2 - Điểm d]
Điều 6. Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
2. Phạt tiền từ 200.000 đồng đến 300.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
d) Điều khiển xe chạy tốc độ thấp mà không đi bên phải phần đường xe chạy gây cản trở giao thông;",
ND100_6_2_b_0117,Nghị định 100/2019/NĐ-CP,6,2,b,xe máy,"Người điều khiển xe mô tô, xe gắn máy và các loại xe tương tự","Không giảm tốc độ, nhường đường khi đi từ ngõ, đường nhánh ra đường chính","Không giảm tốc độ và nhường đường khi điều khiển xe chạy từ trong ngõ, đường nhánh ra đường chính",,200000,300000,Phạt tiền từ 200.000 đồng đến 300.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 6 - Khoản 2 - Điểm b]
Điều 6. Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
2. Phạt tiền từ 200.000 đồng đến 300.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
b) Không giảm tốc độ và nhường đường khi điều khiển xe chạy từ trong ngõ, đường nhánh ra đường chính;",
ND100_6_2_đ_0118,Nghị định 100/2019/NĐ-CP,6,2,đ,xe máy,"Người điều khiển xe mô tô, xe gắn máy và các loại xe tương tự","Dừng, đỗ xe ở lòng đường đô thị gây cản trở giao thông","Dừng xe, đỗ xe ở lòng đường đô thị gây cản trở giao thông",,200000,300000,Phạt tiền từ 200.000 đồng đến 300.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 6 - Khoản 2 - Điểm đ]
Điều 6. Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
2. Phạt tiền từ 200.000 đồng đến 300.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
đ) Dừng xe, đỗ xe ở lòng đường đô thị gây cản trở giao thông; tụ tập từ 03 xe trở lên ở lòng đường, trong hầm đường bộ; đỗ, để xe ở lòng đường đô thị, hè phố trái quy định của pháp luật;",
